ClientID,ClientStatus,Company,YearsAsCustomer
CLI-30962,Gold,AcmeCorp,12
CLI-31018,Silver,Cyberdyne,9
CLI-31031,Silver,Globex,10
CLI-31128,Silver,Tyrell Corp,4
CLI-31133,Platinum,AcmeCorp,9
CLI-31208,Silver,Massive Dynamic,17
CLI-31343,Platinum,Globex,4
CLI-31502,Platinum,AcmeCorp,15
CLI-31574,Silver,Massive Dynamic,2
CLI-31638,Gold,AcmeCorp,1
CLI-31670,Platinum,Wayne Enterprises,4
CLI-31703,Platinum,Stark Industries,10
CLI-31716,Silver,Tyrell Corp,6
CLI-31735,Gold,Wayne Enterprises,9
CLI-31847,Silver,Wonka Inc.,4
CLI-31996,Platinum,AcmeCorp,18
CLI-32037,Gold,Wayne Enterprises,13
CLI-32107,Gold,Initech,1
CLI-32179,Silver,Cyberdyne,20
CLI-32209,Silver,Initech,10
CLI-32321,Platinum,Massive Dynamic,10
CLI-32495,Silver,Umbrella,6
CLI-32621,Silver,Umbrella,13
CLI-32640,Silver,Stark Industries,10
CLI-32919,Gold,Tyrell Corp,18
CLI-33005,Gold,AcmeCorp,13
CLI-33007,Silver,Initech,16
CLI-33096,Platinum,Cyberdyne,5
CLI-33155,Platinum,Globex,4
CLI-33160,Gold,Massive Dynamic,15
CLI-33178,Platinum,Soylent Corp,19
CLI-33184,Silver,Globex,7
CLI-33194,Platinum,Stark Industries,2
CLI-33204,Gold,Wonka Inc.,9
CLI-33208,Silver,Globex,9
CLI-33209,Platinum,Globex,9
CLI-33221,Gold,AcmeCorp,9
CLI-33270,Gold,Cyberdyne,6
CLI-33278,Platinum,Globex,2
CLI-33597,Gold,Umbrella,13
CLI-33689,Silver,Cyberdyne,3
CLI-33839,Gold,Tyrell Corp,6
CLI-28175,Platinum,Tyrell Corp,7
CLI-28218,Platinum,AcmeCorp,5
CLI-28237,Platinum,Soylent Corp,15
CLI-30400,Silver,Wonka Inc.,7
CLI-30403,Silver,Cyberdyne,2
CLI-30426,Platinum,Globex,6
CLI-30428,Silver,Initech,3
CLI-30441,Platinum,Initech,7
CLI-30581,Platinum,Umbrella,14
CLI-30616,Gold,Cyberdyne,14
CLI-30703,Platinum,Cyberdyne,15
CLI-30785,Platinum,Stark Industries,15
CLI-30821,Silver,Umbrella,14
CLI-30836,Platinum,Umbrella,6
CLI-30851,Platinum,Globex,6
CLI-30861,Platinum,Stark Industries,15
CLI-30926,Gold,Cyberdyne,18
CLI-30937,Platinum,Cyberdyne,13
CLI-31057,Platinum,Wayne Enterprises,14
CLI-31105,Gold,Massive Dynamic,18
CLI-31109,Gold,Wayne Enterprises,7
CLI-31112,Gold,Initech,14
CLI-31211,Silver,Massive Dynamic,8
CLI-31252,Platinum,Tyrell Corp,18
CLI-31316,Platinum,Wayne Enterprises,12
CLI-31351,Gold,Umbrella,7
CLI-31430,Platinum,Globex,10
CLI-31463,Gold,Tyrell Corp,6
CLI-31469,Gold,Initech,14
CLI-31475,Gold,Massive Dynamic,20
CLI-31520,Silver,Cyberdyne,14
CLI-31543,Platinum,Wonka Inc.,16
CLI-31590,Gold,AcmeCorp,18
CLI-31619,Silver,Umbrella,16
CLI-31621,Gold,Cyberdyne,7
CLI-31734,Silver,Cyberdyne,11
CLI-31788,Platinum,Massive Dynamic,10
CLI-31861,Silver,Tyrell Corp,17
CLI-31966,Platinum,Tyrell Corp,10
CLI-32060,Platinum,Globex,11
CLI-32079,Platinum,Stark Industries,2
CLI-32150,Silver,Initech,6
CLI-32214,Silver,Wayne Enterprises,7
CLI-32340,Gold,Initech,11
CLI-32370,Platinum,Wonka Inc.,14
CLI-32377,Gold,Umbrella,2
CLI-32393,Gold,Wonka Inc.,2
CLI-32494,Platinum,Initech,20
CLI-32505,Platinum,Umbrella,19
CLI-32623,Platinum,Stark Industries,5
CLI-32713,Gold,Tyrell Corp,8
CLI-32843,Platinum,Umbrella,15
CLI-33110,Platinum,Soylent Corp,15
CLI-33127,Platinum,Initech,11
CLI-33211,Platinum,Wonka Inc.,20
CLI-33227,Silver,Umbrella,13
CLI-33291,Platinum,Wayne Enterprises,17
CLI-33394,Silver,Wayne Enterprises,11
CLI-33476,Gold,Wonka Inc.,15
CLI-33494,Platinum,Tyrell Corp,16
CLI-33503,Gold,Wonka Inc.,19
CLI-33602,Silver,Tyrell Corp,18
CLI-29629,Silver,Initech,9
CLI-30450,Gold,Umbrella,1
CLI-30493,Platinum,Soylent Corp,19
CLI-30495,Gold,AcmeCorp,7
CLI-30507,Gold,Umbrella,3
CLI-30552,Platinum,Soylent Corp,15
CLI-30603,Silver,Umbrella,8
CLI-30645,Gold,Umbrella,14
CLI-30683,Silver,Initech,9
CLI-30698,Platinum,Soylent Corp,7
CLI-30707,Silver,Massive Dynamic,11
CLI-30714,Gold,Wonka Inc.,7
CLI-30725,Gold,Initech,8
CLI-30769,Platinum,Umbrella,20
CLI-30770,Gold,Umbrella,2
CLI-30849,Gold,Tyrell Corp,6
CLI-30878,Gold,Umbrella,14
CLI-30935,Silver,Tyrell Corp,7
CLI-30940,Gold,Wonka Inc.,16
CLI-31039,Silver,Wayne Enterprises,12
CLI-31082,Platinum,Stark Industries,11
CLI-31228,Silver,Tyrell Corp,8
CLI-31375,Gold,Soylent Corp,13
CLI-31411,Silver,Cyberdyne,5
CLI-31527,Silver,Tyrell Corp,9
CLI-31569,Platinum,Initech,20
CLI-31582,Platinum,Soylent Corp,6
CLI-31597,Gold,Umbrella,4
CLI-31602,Platinum,AcmeCorp,2
CLI-31628,Platinum,Wayne Enterprises,17
CLI-31663,Gold,Tyrell Corp,4
CLI-31731,Silver,Cyberdyne,1
CLI-31740,Platinum,Umbrella,19
CLI-31808,Silver,Wayne Enterprises,11
CLI-31817,Platinum,Wonka Inc.,9
CLI-31897,Platinum,Tyrell Corp,13
CLI-31934,Gold,Globex,15
CLI-31993,Gold,Globex,17
CLI-32012,Silver,Soylent Corp,18
CLI-32081,Gold,Cyberdyne,13
CLI-32172,Silver,Stark Industries,4
CLI-32175,Gold,Wayne Enterprises,12
CLI-32228,Gold,Cyberdyne,7
CLI-32278,Silver,Soylent Corp,5
CLI-32314,Gold,Cyberdyne,2
CLI-32443,Platinum,Tyrell Corp,8
CLI-32527,Silver,Stark Industries,7
CLI-32534,Platinum,Initech,18
CLI-32569,Gold,Wayne Enterprises,13
CLI-32817,Gold,Massive Dynamic,14
CLI-33035,Silver,Cyberdyne,10
CLI-33147,Platinum,Initech,13
CLI-33190,Platinum,Globex,16
CLI-33229,Gold,Wonka Inc.,13
CLI-33421,Platinum,AcmeCorp,18
CLI-33435,Silver,Wayne Enterprises,15
CLI-33466,Silver,Initech,8
CLI-33522,Silver,Soylent Corp,3
CLI-33582,Silver,Initech,15
CLI-33640,Silver,Globex,9
CLI-29698,Platinum,AcmeCorp,1
CLI-29843,Platinum,Initech,18
CLI-29869,Silver,Globex,16
CLI-29896,Silver,Globex,8
CLI-30424,Silver,Umbrella,17
CLI-30425,Gold,Tyrell Corp,7
CLI-30436,Platinum,Globex,19
CLI-30474,Platinum,Wayne Enterprises,17
CLI-30492,Platinum,Umbrella,10
CLI-30563,Platinum,Umbrella,7
CLI-30578,Platinum,Initech,10
CLI-30631,Gold,Wayne Enterprises,6
CLI-30637,Gold,Stark Industries,7
CLI-30788,Platinum,Massive Dynamic,4
CLI-30839,Gold,Tyrell Corp,6
CLI-30886,Silver,Cyberdyne,19
CLI-30887,Platinum,Globex,2
CLI-31204,Gold,Globex,8
CLI-31261,Silver,Wonka Inc.,4
CLI-31310,Gold,Tyrell Corp,17
CLI-31385,Gold,Globex,14
CLI-31423,Gold,Umbrella,13
CLI-31429,Gold,Cyberdyne,9
CLI-31548,Gold,Wayne Enterprises,14
CLI-31552,Gold,AcmeCorp,3
CLI-31658,Gold,Umbrella,14
CLI-31686,Silver,Globex,3
CLI-31868,Platinum,Wonka Inc.,2
CLI-31878,Gold,Cyberdyne,1
CLI-31904,Silver,Initech,16
CLI-31945,Silver,Cyberdyne,20
CLI-31969,Platinum,Tyrell Corp,3
CLI-32001,Platinum,Globex,16
CLI-32116,Silver,Umbrella,8
CLI-32156,Platinum,Wonka Inc.,19
CLI-32171,Gold,Massive Dynamic,7
CLI-32237,Silver,Stark Industries,17
CLI-32268,Gold,Massive Dynamic,4
CLI-32333,Platinum,Initech,15
CLI-32471,Gold,Initech,2
CLI-32501,Silver,Tyrell Corp,12
CLI-32586,Gold,Tyrell Corp,8
CLI-32605,Gold,Soylent Corp,10
CLI-32624,Silver,Umbrella,13
CLI-32771,Silver,Wonka Inc.,2
CLI-32807,Gold,Globex,19
CLI-32813,Platinum,Tyrell Corp,2
CLI-32866,Platinum,Wayne Enterprises,10
CLI-33104,Platinum,Globex,15
CLI-33118,Silver,Umbrella,17
CLI-33259,Silver,Wayne Enterprises,4
CLI-33268,Gold,Wayne Enterprises,18
CLI-33348,Platinum,Stark Industries,12
CLI-33479,Gold,Massive Dynamic,8
CLI-33484,Silver,Globex,10
CLI-33521,Gold,Massive Dynamic,15
CLI-33528,Platinum,Initech,17
CLI-33768,Gold,AcmeCorp,19
CLI-33819,Gold,Tyrell Corp,16
CLI-28165,Gold,Tyrell Corp,9
CLI-28169,Platinum,Initech,6
CLI-28177,Platinum,Stark Industries,3
CLI-28184,Gold,Soylent Corp,7
CLI-28211,Platinum,Initech,19
CLI-28230,Silver,Soylent Corp,9
CLI-28238,Gold,Umbrella,6
CLI-28247,Silver,Tyrell Corp,4
CLI-28255,Silver,Cyberdyne,9
CLI-28256,Platinum,Initech,2
CLI-28263,Gold,Tyrell Corp,15
CLI-28279,Silver,Stark Industries,4
CLI-28292,Platinum,Stark Industries,16
CLI-28306,Silver,AcmeCorp,11
CLI-28310,Platinum,Globex,9
CLI-28318,Gold,Stark Industries,10
CLI-28321,Gold,Tyrell Corp,16
CLI-28323,Platinum,Wonka Inc.,2
CLI-28326,Gold,Wayne Enterprises,8
CLI-28336,Platinum,Umbrella,19
CLI-28350,Gold,Initech,7
CLI-28351,Gold,Wayne Enterprises,15
CLI-28353,Gold,Umbrella,4
CLI-28382,Silver,Stark Industries,10
CLI-28383,Silver,Cyberdyne,16
CLI-28391,Gold,Cyberdyne,14
CLI-28396,Gold,Initech,15
CLI-28411,Gold,Stark Industries,3
CLI-28415,Silver,Initech,12
CLI-28419,Silver,Tyrell Corp,20
CLI-28422,Platinum,Soylent Corp,10
CLI-28426,Platinum,Initech,12
CLI-28435,Gold,Wonka Inc.,16
CLI-28446,Gold,Stark Industries,18
CLI-28447,Gold,Umbrella,4
CLI-28481,Silver,Soylent Corp,5
CLI-28523,Gold,Cyberdyne,11
CLI-28539,Platinum,Wonka Inc.,5
CLI-28548,Platinum,AcmeCorp,6
CLI-28562,Platinum,Globex,3
CLI-28595,Platinum,Umbrella,2
CLI-28602,Platinum,Wayne Enterprises,3
CLI-28650,Silver,Umbrella,8
CLI-28662,Platinum,Cyberdyne,2
CLI-29269,Gold,Initech,13
CLI-29290,Gold,Cyberdyne,9
CLI-29296,Silver,Tyrell Corp,1
CLI-29313,Platinum,Umbrella,10
CLI-29334,Platinum,Umbrella,7
CLI-29336,Platinum,Globex,19
CLI-29338,Platinum,Umbrella,2
CLI-29339,Silver,Cyberdyne,18
CLI-29342,Platinum,Wonka Inc.,9
CLI-29345,Silver,Wonka Inc.,14
CLI-29348,Silver,Wonka Inc.,10
CLI-29352,Silver,Cyberdyne,7
CLI-29355,Silver,Massive Dynamic,8
CLI-29368,Silver,Globex,5
CLI-28766,Silver,Umbrella,10
CLI-30510,Platinum,Initech,11
CLI-30570,Silver,Stark Industries,16
CLI-30583,Gold,Massive Dynamic,4
CLI-30711,Platinum,Soylent Corp,20
CLI-30853,Silver,Initech,2
CLI-30923,Platinum,Wonka Inc.,13
CLI-30942,Platinum,Wayne Enterprises,17
CLI-30959,Platinum,Massive Dynamic,8
CLI-30971,Gold,Stark Industries,8
CLI-31002,Platinum,Globex,10
CLI-31028,Gold,Wonka Inc.,9
CLI-31035,Gold,Globex,7
CLI-31124,Platinum,Stark Industries,16
CLI-31165,Platinum,Stark Industries,19
CLI-31392,Gold,Stark Industries,16
CLI-31470,Silver,Tyrell Corp,10
CLI-31505,Platinum,Umbrella,18
CLI-31528,Platinum,Stark Industries,14
CLI-31580,Platinum,Umbrella,18
CLI-31601,Silver,Umbrella,10
CLI-31652,Platinum,Soylent Corp,12
CLI-31812,Gold,Umbrella,12
CLI-31874,Platinum,Umbrella,3
CLI-31890,Platinum,AcmeCorp,14
CLI-31942,Gold,Massive Dynamic,1
CLI-31975,Silver,Initech,10
CLI-32080,Gold,AcmeCorp,16
CLI-32151,Platinum,Wayne Enterprises,18
CLI-32232,Platinum,Cyberdyne,11
CLI-32378,Platinum,Massive Dynamic,6
CLI-32457,Silver,Umbrella,3
CLI-32475,Silver,Stark Industries,14
CLI-32552,Gold,AcmeCorp,19
CLI-32570,Silver,Umbrella,11
CLI-32627,Silver,Initech,7
CLI-32642,Platinum,Massive Dynamic,6
CLI-32643,Platinum,Wonka Inc.,10
CLI-32662,Platinum,Massive Dynamic,9
CLI-32857,Platinum,Tyrell Corp,13
CLI-32861,Silver,AcmeCorp,4
CLI-32895,Platinum,Umbrella,13
CLI-32907,Gold,Globex,10
CLI-33059,Gold,Wonka Inc.,16
CLI-33195,Gold,Tyrell Corp,5
CLI-33198,Silver,AcmeCorp,6
CLI-33301,Platinum,Globex,19
CLI-33361,Silver,Globex,10
CLI-33396,Platinum,Massive Dynamic,18
CLI-33489,Platinum,Umbrella,12
CLI-33545,Platinum,Wonka Inc.,15
CLI-33587,Gold,AcmeCorp,18
CLI-33613,Platinum,Umbrella,12
CLI-33707,Gold,Umbrella,19
CLI-33716,Silver,Initech,6
CLI-33736,Platinum,Soylent Corp,15
CLI-33750,Silver,Initech,3
CLI-33774,Silver,Massive Dynamic,7
CLI-33806,Silver,Soylent Corp,14
CLI-33849,Gold,AcmeCorp,13
CLI-33855,Platinum,Umbrella,19
CLI-28757,Platinum,Tyrell Corp,4
CLI-29640,Platinum,Massive Dynamic,7
CLI-30412,Gold,Stark Industries,3
CLI-30438,Silver,Stark Industries,4
CLI-30488,Silver,Wayne Enterprises,5
CLI-30491,Silver,Initech,15
CLI-30523,Gold,Cyberdyne,11
CLI-30540,Platinum,AcmeCorp,17
CLI-30576,Silver,Stark Industries,8
CLI-30612,Silver,AcmeCorp,17
CLI-30655,Silver,Cyberdyne,9
CLI-30658,Platinum,Stark Industries,10
CLI-30688,Platinum,Soylent Corp,5
CLI-30744,Platinum,Soylent Corp,10
CLI-30754,Platinum,Wayne Enterprises,7
CLI-30765,Gold,Stark Industries,10
CLI-30858,Silver,Cyberdyne,5
CLI-30873,Gold,Stark Industries,16
CLI-30876,Platinum,AcmeCorp,9
CLI-30933,Platinum,Massive Dynamic,20
CLI-30950,Platinum,Globex,11
CLI-31025,Silver,AcmeCorp,13
CLI-31047,Silver,Initech,7
CLI-31060,Silver,Stark Industries,10
CLI-31075,Gold,Cyberdyne,15
CLI-31088,Silver,Wonka Inc.,2
CLI-31197,Platinum,Wonka Inc.,8
CLI-31203,Platinum,Soylent Corp,7
CLI-31282,Silver,Initech,20
CLI-31399,Gold,Tyrell Corp,2
CLI-31649,Gold,Tyrell Corp,19
CLI-31721,Platinum,Cyberdyne,15
CLI-31884,Gold,Soylent Corp,5
CLI-31886,Silver,Umbrella,11
CLI-31944,Platinum,Wayne Enterprises,8
CLI-31972,Gold,Massive Dynamic,7
CLI-31982,Gold,Massive Dynamic,7
CLI-31999,Silver,Stark Industries,10
CLI-32002,Platinum,Globex,1
CLI-32137,Gold,Tyrell Corp,18
CLI-32328,Platinum,Massive Dynamic,15
CLI-32385,Silver,Massive Dynamic,8
CLI-32577,Gold,Soylent Corp,18
CLI-32795,Silver,Stark Industries,14
CLI-32902,Silver,Initech,6
CLI-33122,Platinum,AcmeCorp,4
CLI-33136,Platinum,Umbrella,7
CLI-33164,Platinum,AcmeCorp,5
CLI-33173,Silver,Globex,2
CLI-33185,Gold,Wonka Inc.,14
CLI-33196,Platinum,Massive Dynamic,15
CLI-33261,Silver,Stark Industries,13
CLI-33280,Platinum,Cyberdyne,6
CLI-33297,Gold,Globex,14
CLI-33298,Platinum,Stark Industries,15
CLI-33340,Gold,AcmeCorp,15
CLI-33352,Platinum,Initech,10
CLI-33357,Platinum,Soylent Corp,11
CLI-33370,Platinum,Wonka Inc.,17
CLI-33382,Platinum,AcmeCorp,15
CLI-33428,Platinum,Massive Dynamic,19
CLI-33461,Gold,Tyrell Corp,17
CLI-28421,Silver,Stark Industries,16
CLI-28580,Gold,Globex,18
CLI-28708,Platinum,Globex,5
CLI-28747,Platinum,AcmeCorp,17
CLI-28756,Gold,Stark Industries,5
CLI-28768,Gold,Stark Industries,11
CLI-28816,Silver,Massive Dynamic,10
CLI-29000,Gold,Wayne Enterprises,2
CLI-29061,Gold,Wonka Inc.,13
CLI-29097,Platinum,AcmeCorp,2
CLI-29144,Gold,Soylent Corp,15
CLI-29146,Silver,Globex,3
CLI-29472,Gold,Wonka Inc.,16
CLI-29477,Platinum,AcmeCorp,2
CLI-29483,Gold,Umbrella,11
CLI-29491,Gold,Stark Industries,15
CLI-29496,Platinum,Stark Industries,1
CLI-29551,Platinum,Tyrell Corp,2
CLI-30402,Platinum,Stark Industries,11
CLI-30543,Silver,Umbrella,15
CLI-30729,Platinum,Globex,18
CLI-30860,Platinum,AcmeCorp,18
CLI-30881,Silver,Stark Industries,8
CLI-30889,Platinum,Wonka Inc.,20
CLI-31009,Platinum,AcmeCorp,3
CLI-31097,Gold,Cyberdyne,17
CLI-31154,Silver,Cyberdyne,15
CLI-31268,Silver,Stark Industries,6
CLI-31349,Silver,Wonka Inc.,15
CLI-31522,Silver,Wonka Inc.,17
CLI-31617,Platinum,Cyberdyne,16
CLI-31664,Gold,Cyberdyne,8
CLI-31701,Silver,Soylent Corp,4
CLI-31771,Platinum,Wayne Enterprises,18
CLI-31866,Silver,Wayne Enterprises,2
CLI-31949,Gold,Massive Dynamic,7
CLI-32242,Platinum,Soylent Corp,20
CLI-32244,Platinum,Stark Industries,11
CLI-32431,Platinum,AcmeCorp,5
CLI-32542,Platinum,AcmeCorp,2
CLI-32673,Silver,Stark Industries,3
CLI-32943,Gold,Globex,3
CLI-32978,Gold,Initech,16
CLI-33238,Platinum,Globex,11
CLI-33265,Gold,Globex,7
CLI-33441,Silver,Wayne Enterprises,3
CLI-33550,Platinum,Cyberdyne,13
CLI-33556,Platinum,Globex,13
CLI-33834,Silver,Wayne Enterprises,12
CLI-28180,Silver,Soylent Corp,16
CLI-28186,Platinum,Globex,17
CLI-28189,Gold,Wayne Enterprises,20
CLI-28197,Silver,AcmeCorp,2
CLI-28203,Gold,Tyrell Corp,10
CLI-28212,Gold,Cyberdyne,19
CLI-28220,Gold,Massive Dynamic,16
CLI-28221,Silver,Stark Industries,5
CLI-28246,Platinum,Wayne Enterprises,11
CLI-28249,Gold,Cyberdyne,15
CLI-28267,Gold,Tyrell Corp,18
CLI-28287,Gold,Cyberdyne,16
CLI-28294,Silver,Soylent Corp,10
CLI-28303,Platinum,Soylent Corp,6
CLI-28309,Silver,Wonka Inc.,9
CLI-28319,Gold,AcmeCorp,11
CLI-28320,Gold,Globex,20
CLI-28330,Silver,AcmeCorp,15
CLI-28334,Gold,Wayne Enterprises,4
CLI-28352,Silver,Wayne Enterprises,4
CLI-28376,Platinum,Tyrell Corp,20
CLI-28379,Gold,Soylent Corp,12
CLI-28399,Silver,Soylent Corp,11
CLI-28400,Gold,AcmeCorp,18
CLI-28423,Silver,Initech,5
CLI-28440,Silver,Wayne Enterprises,1
CLI-28452,Silver,Tyrell Corp,18
CLI-28453,Silver,Tyrell Corp,3
CLI-28458,Platinum,Stark Industries,13
CLI-28465,Gold,AcmeCorp,12
CLI-28475,Gold,Stark Industries,16
CLI-28479,Platinum,Wayne Enterprises,9
CLI-28490,Silver,Cyberdyne,15
CLI-28493,Silver,Globex,8
CLI-28494,Platinum,Wonka Inc.,10
CLI-28507,Gold,Globex,19
CLI-28564,Platinum,Wonka Inc.,12
CLI-28583,Silver,Stark Industries,4
CLI-28596,Gold,Soylent Corp,16
CLI-28629,Gold,Massive Dynamic,1
CLI-28645,Silver,Cyberdyne,4
CLI-28657,Gold,Stark Industries,18
CLI-28840,Gold,Cyberdyne,14
CLI-29241,Platinum,Globex,18
CLI-29282,Gold,Umbrella,19
CLI-29293,Gold,Massive Dynamic,14
CLI-29333,Gold,Wayne Enterprises,19
CLI-29335,Silver,Globex,4
CLI-29350,Platinum,Umbrella,1
CLI-29351,Silver,Initech,20
CLI-29353,Silver,Globex,11
CLI-29361,Silver,Cyberdyne,19
CLI-29372,Silver,Wayne Enterprises,7
CLI-29382,Silver,Stark Industries,2
CLI-29384,Platinum,Massive Dynamic,3
CLI-32387,Silver,Tyrell Corp,11
CLI-29631,Gold,AcmeCorp,20
CLI-29632,Silver,Wonka Inc.,13
CLI-29664,Platinum,AcmeCorp,3
CLI-29702,Silver,Umbrella,1
CLI-29743,Gold,Massive Dynamic,19
CLI-29794,Gold,Soylent Corp,1
CLI-29859,Silver,Initech,8
CLI-29889,Gold,Wonka Inc.,16
CLI-29908,Platinum,Soylent Corp,4
CLI-30049,Gold,Tyrell Corp,16
CLI-30427,Platinum,Cyberdyne,5
CLI-30530,Silver,Cyberdyne,3
CLI-30555,Silver,Cyberdyne,19
CLI-30582,Gold,Soylent Corp,9
CLI-30718,Platinum,Wonka Inc.,5
CLI-30745,Silver,Initech,19
CLI-30764,Gold,Massive Dynamic,8
CLI-30803,Gold,Stark Industries,9
CLI-30814,Platinum,Stark Industries,9
CLI-30819,Platinum,Stark Industries,20
CLI-30918,Platinum,Stark Industries,6
CLI-30960,Platinum,Umbrella,1
CLI-30963,Silver,Cyberdyne,10
CLI-30981,Gold,AcmeCorp,8
CLI-31055,Platinum,Wonka Inc.,3
CLI-31083,Platinum,Stark Industries,15
CLI-31122,Silver,Umbrella,8
CLI-31123,Gold,Wayne Enterprises,15
CLI-31132,Gold,Massive Dynamic,17
CLI-31160,Gold,Wayne Enterprises,8
CLI-31170,Silver,Massive Dynamic,1
CLI-31195,Platinum,Soylent Corp,16
CLI-31258,Silver,Globex,19
CLI-31402,Silver,Initech,6
CLI-31425,Gold,Cyberdyne,14
CLI-31434,Platinum,Stark Industries,14
CLI-31451,Gold,Wonka Inc.,11
CLI-31473,Silver,Massive Dynamic,9
CLI-31622,Gold,Globex,11
CLI-31775,Silver,Tyrell Corp,3
CLI-31811,Silver,Cyberdyne,9
CLI-31917,Gold,Globex,17
CLI-31927,Silver,Umbrella,7
CLI-32029,Platinum,Wonka Inc.,10
CLI-32059,Gold,Wayne Enterprises,8
CLI-32078,Gold,Soylent Corp,14
CLI-32096,Silver,Wonka Inc.,11
CLI-32193,Gold,AcmeCorp,20
CLI-32248,Platinum,Wayne Enterprises,14
CLI-32275,Platinum,Massive Dynamic,11
CLI-32755,Platinum,Umbrella,10
CLI-32786,Gold,Stark Industries,20
CLI-33103,Gold,Globex,10
CLI-33112,Silver,Stark Industries,17
CLI-33121,Platinum,Wayne Enterprises,14
CLI-33140,Gold,Globex,18
CLI-33143,Gold,Globex,1
CLI-33174,Silver,Umbrella,1
CLI-33179,Silver,Wonka Inc.,9
CLI-33186,Silver,Wonka Inc.,11
CLI-33237,Platinum,Umbrella,6
CLI-33285,Silver,Cyberdyne,14
CLI-33312,Silver,Globex,3
CLI-28364,Gold,AcmeCorp,17
CLI-28405,Platinum,Wonka Inc.,8
CLI-28454,Silver,Stark Industries,14
CLI-28704,Silver,Wonka Inc.,4
CLI-28794,Silver,Soylent Corp,12
CLI-28796,Gold,Umbrella,6
CLI-28822,Platinum,Wayne Enterprises,5
CLI-28859,Gold,Initech,17
CLI-28879,Silver,AcmeCorp,19
CLI-28928,Silver,Massive Dynamic,14
CLI-28935,Platinum,Wayne Enterprises,4
CLI-28950,Platinum,Massive Dynamic,12
CLI-28967,Gold,Umbrella,7
CLI-29023,Platinum,Tyrell Corp,4
CLI-29037,Platinum,Cyberdyne,4
CLI-29049,Gold,Tyrell Corp,8
CLI-29127,Silver,Soylent Corp,4
CLI-29195,Gold,Initech,10
CLI-29197,Gold,Cyberdyne,1
CLI-29252,Gold,Wayne Enterprises,1
CLI-29286,Gold,Initech,4
CLI-29326,Silver,Initech,2
CLI-29357,Platinum,Soylent Corp,11
CLI-29457,Silver,Wayne Enterprises,4
CLI-29500,Platinum,Stark Industries,5
CLI-29519,Platinum,Cyberdyne,9
CLI-29523,Platinum,Wonka Inc.,11
CLI-29527,Platinum,Soylent Corp,14
CLI-29531,Platinum,Umbrella,20
CLI-29540,Gold,Umbrella,13
CLI-29541,Silver,Tyrell Corp,2
CLI-29564,Gold,Massive Dynamic,13
CLI-29586,Silver,AcmeCorp,3
CLI-29589,Platinum,Massive Dynamic,1
CLI-30815,Platinum,Initech,9
CLI-30822,Platinum,Globex,19
CLI-30921,Gold,Soylent Corp,10
CLI-31175,Silver,Massive Dynamic,1
CLI-31270,Platinum,Globex,12
CLI-31301,Gold,Soylent Corp,20
CLI-31361,Platinum,Stark Industries,1
CLI-32030,Gold,Wayne Enterprises,11
CLI-32046,Silver,Soylent Corp,6
CLI-32091,Platinum,Cyberdyne,11
CLI-32138,Platinum,Initech,5
CLI-32148,Platinum,Wayne Enterprises,20
CLI-32185,Silver,Cyberdyne,4
CLI-32254,Gold,Globex,10
CLI-32259,Gold,Soylent Corp,11
CLI-32479,Platinum,Stark Industries,16
CLI-32852,Platinum,Massive Dynamic,14
CLI-32890,Silver,Cyberdyne,10
CLI-32923,Gold,Stark Industries,12
CLI-32940,Gold,Initech,12
CLI-33040,Platinum,Tyrell Corp,17
CLI-33043,Gold,Massive Dynamic,18
CLI-33205,Platinum,Massive Dynamic,12
CLI-33250,Gold,AcmeCorp,14
CLI-33360,Silver,Umbrella,8
CLI-33376,Gold,Massive Dynamic,14
CLI-33576,Platinum,Wayne Enterprises,4
CLI-33577,Gold,Globex,9
CLI-33604,Silver,Wonka Inc.,16
CLI-28348,Silver,Umbrella,15
CLI-29567,Gold,Tyrell Corp,4
CLI-29588,Silver,Globex,14
CLI-29618,Silver,Stark Industries,11
CLI-29983,Platinum,Cyberdyne,5
CLI-30430,Platinum,Soylent Corp,7
CLI-30440,Silver,Globex,12
CLI-30463,Platinum,Soylent Corp,13
CLI-30593,Silver,Soylent Corp,20
CLI-30620,Platinum,Wonka Inc.,18
CLI-30641,Gold,Wonka Inc.,7
CLI-30678,Platinum,Stark Industries,17
CLI-30752,Platinum,Globex,10
CLI-30792,Silver,Tyrell Corp,16
CLI-31058,Silver,Umbrella,7
CLI-31079,Silver,Massive Dynamic,8
CLI-31100,Platinum,Umbrella,15
CLI-31101,Gold,Cyberdyne,2
CLI-31129,Platinum,Stark Industries,17
CLI-31148,Gold,Massive Dynamic,10
CLI-31210,Silver,Soylent Corp,8
CLI-31214,Gold,Wonka Inc.,10
CLI-31244,Silver,Stark Industries,13
CLI-31248,Platinum,Globex,20
CLI-31263,Silver,Tyrell Corp,3
CLI-31276,Silver,Wonka Inc.,10
CLI-31409,Gold,Massive Dynamic,12
CLI-31428,Platinum,Cyberdyne,20
CLI-31484,Gold,Massive Dynamic,16
CLI-31499,Gold,Massive Dynamic,8
CLI-31624,Silver,Tyrell Corp,12
CLI-31676,Silver,Cyberdyne,8
CLI-31713,Silver,AcmeCorp,11
CLI-31737,Platinum,Globex,14
CLI-31835,Platinum,Massive Dynamic,15
CLI-31854,Silver,Massive Dynamic,4
CLI-31938,Silver,Stark Industries,20
CLI-32187,Silver,Massive Dynamic,1
CLI-32288,Silver,AcmeCorp,18
